member_id,customer_name,gender,age,city,region,membership_tier,join_date,preferred_store_format,is_active_member
M00555,Jennifer Nichols,Female,32,Guangzhou,South China,Silver,2025-10-25,Mall Warehouse,1
M00556,Stephen Alvarez,Male,18,Guangzhou,South China,Silver,2022-08-31,Mall Warehouse,1
M00557,Michelle Shaw,Unknown,38,Beijing,North China,Gold,2025-12-13,Warehouse Outlet,1
M00558,Megan Oliver,Female,32,Beijing,North China,Gold,2022-10-30,Mall Warehouse,1
M00559,Carrie Joyce,Female,32,Beijing,North China,Silver,2026-03-28,Community Warehouse,1
M00560,Beth Henderson,Female,29,Hangzhou,East China,Gold,2026-04-20,Mall Warehouse,1
M00561,Zachary Burton,Female,38,Tianjin,North China,Gold,2025-09-07,Mall Warehouse,1
M00562,Thomas Sloan,Male,45,Qingdao,North China,Silver,2022-08-13,Community Warehouse,1
M00563,James Nguyen,Female,18,Guangzhou,South China,Silver,2023-06-15,Mall Warehouse,1
M00564,Shane Buchanan,Unknown,33,Shenzhen,South China,Silver,2024-11-03,Warehouse Outlet,1
M00565,Jennifer Perry,Male,58,Tianjin,North China,Gold,2022-12-10,Warehouse Outlet,0
M00566,Olivia Ayers,Male,22,Shenzhen,South China,Silver,2026-01-18,Community Warehouse,1
M00567,Ashlee Mitchell,Female,25,Tianjin,North China,Silver,2024-06-28,Pop-up Clearance Warehouse,1
M00568,Jason Reyes,Unknown,38,Beijing,North China,Platinum,2024-04-16,Shopping Center Warehouse,1
M00569,Amanda Hill,Female,51,Chengdu,West China,Silver,2022-12-04,Warehouse Outlet,1
M00570,Melissa Williams,Female,41,Hangzhou,East China,Silver,2025-11-27,Warehouse Outlet,1
M00571,David Reese,Female,18,Guangzhou,South China,Silver,2026-01-12,Warehouse Outlet,1
M00572,Alicia Roth,Unknown,35,Chongqing,West China,Silver,2023-07-24,Warehouse Outlet,1
M00573,John Horton,Female,31,Shanghai,East China,Platinum,2022-09-28,Warehouse Outlet,1
M00574,Brandy Mccann,Female,35,Shanghai,East China,Gold,2024-02-14,Warehouse Outlet,1
M00575,Debra Butler,Female,39,Shanghai,East China,Silver,2024-12-06,Shopping Center Warehouse,1
M00576,Daniel Holloway,Male,33,Changsha,Central China,Gold,2025-04-24,Community Warehouse,1
M00577,Sharon Nicholson,Unknown,36,Xi'an,West China,Platinum,2024-05-29,Community Warehouse,1
M00578,Eric Hunter,Female,41,Changsha,Central China,Silver,2022-11-22,Community Warehouse,1
M00579,Sherry Johnson,Male,19,Chongqing,West China,Silver,2023-02-13,Pop-up Clearance Warehouse,1
M00580,Sara Wright,Female,32,Nanjing,East China,Gold,2024-03-04,Mall Warehouse,1
M00581,Michele Hill,Female,25,Xi'an,West China,Gold,2025-08-23,Pop-up Clearance Warehouse,0
M00582,Madison Martinez,Male,20,Shanghai,East China,Silver,2022-06-21,Mall Warehouse,0
M00583,Kirk Thompson,Female,31,Hangzhou,East China,Silver,2025-10-30,Mall Warehouse,0
M00584,Hannah Martin,Male,38,Changsha,Central China,Silver,2025-12-04,Community Warehouse,1
M00585,Melissa Mitchell,Male,26,Shanghai,East China,Gold,2023-11-23,Warehouse Outlet,1
M00586,Kenneth Hanna,Male,36,Chongqing,West China,Platinum,2025-10-11,Community Warehouse,1
M00587,Megan Adams,Male,29,Shenzhen,South China,Silver,2023-12-27,Warehouse Outlet,1
M00588,Richard Saunders,Male,18,Nanjing,East China,Silver,2022-05-20,Pop-up Clearance Warehouse,1
M00589,Maria Burke,Male,18,Wuhan,Central China,Platinum,2022-05-20,Shopping Center Warehouse,1
M00590,Robert Torres,Female,39,Changsha,Central China,Platinum,2026-03-20,Shopping Center Warehouse,1
M00591,Jessica Bennett,Female,18,Wuhan,Central China,Platinum,2023-09-29,Warehouse Outlet,1
M00592,John Byrd,Male,31,Hangzhou,East China,Silver,2025-08-24,Warehouse Outlet,1
M00593,Brian Hunt,Female,23,Hangzhou,East China,Silver,2024-12-30,Warehouse Outlet,1
M00594,Jacqueline Holland,Female,38,Beijing,North China,Silver,2024-10-13,Shopping Center Warehouse,1
M00595,Brian Brown,Male,28,Xi'an,West China,Silver,2026-04-20,Community Warehouse,1
M00596,Shannon Green,Female,57,Qingdao,North China,Silver,2025-03-11,Shopping Center Warehouse,1
M00597,Elizabeth Hernandez,Male,30,Chongqing,West China,Silver,2025-05-30,Warehouse Outlet,1
M00598,Renee Lang,Female,24,Nanjing,East China,Platinum,2024-09-30,Warehouse Outlet,1
M00599,Melanie Griffith,Male,49,Beijing,North China,Gold,2024-12-20,Warehouse Outlet,1
M00600,Deanna Barnes MD,Male,29,Chengdu,West China,Silver,2022-06-28,Mall Warehouse,1
M00601,Laura Lee,Male,38,Qingdao,North China,Platinum,2025-04-03,Warehouse Outlet,1
M00602,Joseph Glover,Male,40,Xiamen,South China,Silver,2025-12-22,Warehouse Outlet,1
M00603,Katie Bruce,Female,21,Nanjing,East China,Gold,2025-09-17,Shopping Center Warehouse,1
M00604,Catherine Davis,Female,43,Chongqing,West China,Silver,2022-11-10,Warehouse Outlet,1
M00605,Robert Hines,Female,42,Chengdu,West China,Platinum,2023-01-30,Warehouse Outlet,1
M00606,Gabriela Davis,Female,18,Guangzhou,South China,Platinum,2023-10-09,Warehouse Outlet,1
M00607,Elizabeth French,Male,32,Shanghai,East China,Gold,2023-09-04,Mall Warehouse,1
M00608,Edward York,Male,44,Qingdao,North China,Gold,2024-03-25,Warehouse Outlet,1
M00609,Lauren Blackburn,Female,26,Tianjin,North China,Silver,2022-08-20,Mall Warehouse,1
M00610,Kathryn Dillon,Male,44,Shanghai,East China,Silver,2023-11-16,Warehouse Outlet,1
M00611,Anthony Dickerson,Male,40,Guangzhou,South China,Gold,2022-11-24,Community Warehouse,1
M00612,Jason Hudson,Female,28,Chongqing,West China,Silver,2025-12-22,Warehouse Outlet,1
M00613,Eugene Baldwin,Female,33,Wuhan,Central China,Gold,2025-06-19,Warehouse Outlet,1
M00614,Mr. Christopher Walters,Female,41,Chengdu,West China,Silver,2022-05-14,Warehouse Outlet,1
M00615,Philip Jackson,Female,46,Tianjin,North China,Gold,2025-05-28,Warehouse Outlet,1
M00616,Phillip Miller DDS,Unknown,36,Chengdu,West China,Gold,2024-11-18,Pop-up Clearance Warehouse,0
M00617,Vincent Reyes,Female,41,Wuhan,Central China,Platinum,2022-07-02,Mall Warehouse,1
M00618,Jake Smith,Male,28,Chongqing,West China,Diamond,2023-08-21,Warehouse Outlet,1
M00619,Cheryl Rhodes,Female,26,Tianjin,North China,Silver,2024-11-08,Shopping Center Warehouse,1
M00620,Michael Cooper,Male,26,Wuhan,Central China,Gold,2022-11-12,Warehouse Outlet,1
M00621,Kevin Jackson,Female,33,Shenzhen,South China,Silver,2025-08-23,Pop-up Clearance Warehouse,1
M00622,Earl Luna,Female,18,Tianjin,North China,Diamond,2024-09-25,Warehouse Outlet,1
M00623,Stephen Cowan,Male,32,Shenzhen,South China,Silver,2023-09-20,Warehouse Outlet,1
M00624,Heather Lopez,Female,25,Xiamen,South China,Silver,2026-02-21,Community Warehouse,1
M00625,Jennifer Perez,Unknown,37,Hangzhou,East China,Silver,2025-04-04,Mall Warehouse,1
M00626,Nicholas Lawrence,Male,39,Suzhou,East China,Gold,2023-01-09,Mall Warehouse,1
M00627,Matthew Johnson,Female,39,Shenzhen,South China,Silver,2025-11-08,Mall Warehouse,0
M00628,Joseph Williams,Male,48,Beijing,North China,Silver,2026-04-30,Mall Warehouse,0
M00629,Martha Smith,Male,31,Xiamen,South China,Silver,2025-02-08,Mall Warehouse,1
M00630,James Kelley,Female,32,Qingdao,North China,Silver,2024-03-31,Warehouse Outlet,0
M00631,Michael Mccoy,Male,34,Shanghai,East China,Silver,2023-07-21,Warehouse Outlet,0
M00632,Mary Nelson,Male,60,Qingdao,North China,Silver,2024-10-08,Community Warehouse,1
M00633,Ronald Garcia,Unknown,18,Tianjin,North China,Silver,2025-03-23,Shopping Center Warehouse,1
M00634,Brian Rodriguez,Female,38,Shanghai,East China,Platinum,2023-02-22,Warehouse Outlet,1
M00635,Dennis Mills,Female,25,Qingdao,North China,Gold,2023-02-26,Mall Warehouse,1
M00636,Elizabeth Williams,Male,23,Tianjin,North China,Platinum,2024-05-02,Mall Warehouse,1
M00637,Timothy Rivera,Female,40,Nanjing,East China,Gold,2022-05-12,Mall Warehouse,1
M00638,Susan Conley,Female,45,Beijing,North China,Silver,2025-01-09,Warehouse Outlet,1
M00639,Brandon Hunt,Male,18,Xiamen,South China,Silver,2025-03-30,Mall Warehouse,1
M00640,David Hall,Male,41,Tianjin,North China,Silver,2026-04-21,Shopping Center Warehouse,1
M00641,John Garcia,Male,27,Beijing,North China,Silver,2023-01-18,Warehouse Outlet,1
M00642,Dylan Solis,Male,42,Xi'an,West China,Gold,2023-08-07,Community Warehouse,1
M00643,Anna Chang,Male,44,Wuhan,Central China,Platinum,2022-07-14,Shopping Center Warehouse,1
M00644,Mary Jackson,Male,32,Chengdu,West China,Silver,2023-10-12,Warehouse Outlet,1
M00645,Marco Johns,Female,24,Changsha,Central China,Gold,2022-09-20,Warehouse Outlet,1
M00646,Catherine Morales,Female,32,Xi'an,West China,Diamond,2026-03-13,Mall Warehouse,1
M00647,James Jefferson,Female,31,Chengdu,West China,Silver,2025-07-19,Mall Warehouse,1
M00648,Rebecca Wilson,Male,42,Chongqing,West China,Silver,2025-02-18,Shopping Center Warehouse,1
M00649,Tommy Moore,Male,22,Hangzhou,East China,Silver,2024-01-05,Mall Warehouse,1
M00650,Rebekah Gregory,Male,37,Shanghai,East China,Platinum,2023-01-27,Mall Warehouse,1
M00651,Ian Johnson,Male,32,Shanghai,East China,Gold,2025-02-01,Warehouse Outlet,1
M00652,Valerie Anderson,Female,48,Changsha,Central China,Silver,2026-01-11,Mall Warehouse,0
M00653,Jason Williams,Female,31,Hangzhou,East China,Gold,2023-05-25,Mall Warehouse,1
M00654,Michael Gregory,Male,28,Shenzhen,South China,Diamond,2025-06-02,Community Warehouse,1
M00655,Krystal Levine,Male,50,Tianjin,North China,Silver,2025-01-10,Warehouse Outlet,1
M00656,Joseph Haynes,Female,33,Guangzhou,South China,Gold,2022-09-24,Community Warehouse,1
M00657,Danielle Reed,Male,33,Xiamen,South China,Silver,2025-01-20,Warehouse Outlet,0
M00658,Ryan Grant,Female,43,Beijing,North China,Gold,2026-04-20,Community Warehouse,1
M00659,Mason Moore,Female,31,Shenzhen,South China,Diamond,2025-09-29,Community Warehouse,1
M00660,Sheila Jones,Unknown,20,Beijing,North China,Silver,2024-04-25,Shopping Center Warehouse,1
M00661,Wayne Williams,Male,42,Guangzhou,South China,Gold,2023-03-29,Warehouse Outlet,1
M00662,Jennifer Young,Male,26,Chongqing,West China,Gold,2024-03-08,Community Warehouse,1
M00663,Joan Gates,Male,36,Chengdu,West China,Gold,2024-02-20,Shopping Center Warehouse,1
M00664,Jonathan Valdez,Male,28,Shanghai,East China,Silver,2022-10-04,Warehouse Outlet,1
M00665,Justin Smith,Male,45,Wuhan,Central China,Gold,2022-09-17,Warehouse Outlet,1
M00666,Lisa Torres,Female,29,Changsha,Central China,Diamond,2024-05-19,Community Warehouse,1
M00667,Michael Clements,Female,34,Beijing,North China,Silver,2023-10-20,Community Warehouse,1
M00668,Daniel Gibson,Male,40,Chongqing,West China,Gold,2024-08-03,Mall Warehouse,0
M00669,Kara Sandoval,Female,29,Guangzhou,South China,Gold,2025-03-18,Warehouse Outlet,1
M00670,Peter Walker,Female,20,Nanjing,East China,Gold,2023-09-18,Mall Warehouse,0
M00671,Tracey Carter,Female,29,Guangzhou,South China,Gold,2024-06-08,Shopping Center Warehouse,1
M00672,Amber Martin,Male,43,Xiamen,South China,Platinum,2022-11-29,Warehouse Outlet,1
M00673,Mikayla Rodriguez,Male,39,Chongqing,West China,Silver,2024-10-16,Warehouse Outlet,1
M00674,Timothy Long,Unknown,42,Shenzhen,South China,Gold,2024-03-05,Mall Warehouse,1
M00675,Michelle Rodriguez,Male,31,Xi'an,West China,Gold,2024-01-03,Mall Warehouse,1
M00676,Sara Chapman,Male,27,Qingdao,North China,Silver,2025-06-09,Mall Warehouse,1
M00677,Matthew Blanchard,Male,40,Guangzhou,South China,Diamond,2022-11-20,Warehouse Outlet,1
M00678,Mr. Anthony Mcconnell PhD,Male,24,Chongqing,West China,Gold,2024-04-12,Mall Warehouse,1
M00679,Tammy Thompson,Female,18,Qingdao,North China,Silver,2024-08-30,Shopping Center Warehouse,1
M00680,Betty Hughes,Male,32,Guangzhou,South China,Gold,2024-10-01,Mall Warehouse,1
M00681,Kathy Cruz,Unknown,18,Changsha,Central China,Gold,2026-04-08,Warehouse Outlet,1
M00682,Pamela Hill,Female,33,Changsha,Central China,Gold,2026-03-15,Warehouse Outlet,1
M00683,Jodi Anderson,Male,26,Nanjing,East China,Silver,2024-01-01,Mall Warehouse,0
M00684,Nicole Evans,Male,24,Changsha,Central China,Gold,2025-02-25,Warehouse Outlet,1
M00685,Michelle Walls,Female,50,Xi'an,West China,Silver,2024-11-17,Pop-up Clearance Warehouse,1
M00686,Marcus Roberts,Female,34,Xi'an,West China,Diamond,2023-09-24,Shopping Center Warehouse,1
M00687,Vicki Santos,Male,26,Chongqing,West China,Gold,2026-03-08,Pop-up Clearance Warehouse,1
M00688,Melissa Morris,Male,40,Chongqing,West China,Platinum,2022-10-23,Warehouse Outlet,1
M00689,John Duncan,Male,29,Hangzhou,East China,Silver,2025-01-06,Warehouse Outlet,1
M00690,Paul Skinner,Male,28,Wuhan,Central China,Silver,2023-06-29,Mall Warehouse,1
M00691,Rhonda Mills,Male,18,Suzhou,East China,Silver,2022-06-13,Community Warehouse,1
M00692,Michael Gonzalez,Female,27,Changsha,Central China,Silver,2025-05-08,Warehouse Outlet,1
M00693,Dustin King,Unknown,26,Beijing,North China,Gold,2025-09-15,Mall Warehouse,1
M00694,Elizabeth Molina,Female,42,Tianjin,North China,Silver,2022-06-24,Shopping Center Warehouse,1
M00695,Ashley Parrish,Male,27,Changsha,Central China,Platinum,2025-04-22,Shopping Center Warehouse,1
M00696,Natalie Hoffman,Male,21,Chongqing,West China,Gold,2023-04-20,Warehouse Outlet,1
M00697,Rebecca Roberts,Female,31,Xi'an,West China,Gold,2025-01-02,Shopping Center Warehouse,1
M00698,Jasmine Frye,Female,35,Beijing,North China,Silver,2026-04-02,Community Warehouse,1
M00699,Juan Smith,Male,35,Suzhou,East China,Gold,2023-05-10,Community Warehouse,1
M00700,Priscilla Berg,Male,37,Changsha,Central China,Silver,2025-09-01,Community Warehouse,1
M00701,Michele Holland,Female,32,Xi'an,West China,Gold,2025-05-15,Warehouse Outlet,1
M00702,Lindsey Parsons,Female,28,Tianjin,North China,Diamond,2026-03-16,Pop-up Clearance Warehouse,1
M00703,Christopher Fleming,Male,41,Hangzhou,East China,Gold,2023-02-05,Warehouse Outlet,1
M00704,Jose Bennett,Female,48,Tianjin,North China,Silver,2024-01-24,Warehouse Outlet,1
M00705,Beverly Silva,Unknown,36,Xi'an,West China,Gold,2023-05-15,Warehouse Outlet,1
M00706,Michael Moore,Male,30,Chengdu,West China,Silver,2022-12-18,Shopping Center Warehouse,1
M00707,Anthony Randolph,Female,30,Shanghai,East China,Gold,2024-10-23,Warehouse Outlet,1
M00708,Katherine Armstrong,Male,42,Hangzhou,East China,Silver,2023-10-13,Shopping Center Warehouse,0
M00709,Emily Robinson,Female,37,Changsha,Central China,Platinum,2023-01-31,Community Warehouse,1
M00710,Jonathan Perry,Female,22,Chongqing,West China,Platinum,2024-06-30,Shopping Center Warehouse,1
M00711,Daniel Lewis,Male,23,Shenzhen,South China,Silver,2023-09-04,Warehouse Outlet,0
M00712,Daniel Goodwin,Male,23,Wuhan,Central China,Silver,2024-06-21,Mall Warehouse,1
M00713,Samantha Zavala MD,Unknown,34,Changsha,Central China,Platinum,2025-01-09,Community Warehouse,1
M00714,Tanner Austin,Female,29,Guangzhou,South China,Platinum,2024-10-31,Shopping Center Warehouse,1
M00715,Melanie Flores,Male,37,Shenzhen,South China,Silver,2026-01-05,Warehouse Outlet,0
M00716,Janice Fernandez,Female,21,Shenzhen,South China,Silver,2023-06-25,Mall Warehouse,1
M00717,Samantha Brooks,Female,35,Nanjing,East China,Silver,2025-07-23,Warehouse Outlet,0
M00718,Andrew Villanueva,Male,34,Suzhou,East China,Silver,2023-02-13,Community Warehouse,1
M00719,Tiffany Jackson,Male,40,Xi'an,West China,Silver,2026-03-05,Warehouse Outlet,0
M00720,Adrienne Jones,Female,39,Tianjin,North China,Silver,2025-01-11,Warehouse Outlet,1
M00721,Sharon Coleman,Male,19,Hangzhou,East China,Silver,2022-10-06,Community Warehouse,1
M00722,Michele Cherry,Male,38,Nanjing,East China,Silver,2025-06-13,Warehouse Outlet,1
M00723,Teresa Burgess,Male,39,Xiamen,South China,Gold,2022-12-18,Community Warehouse,1
M00724,Gary Miller,Female,37,Beijing,North China,Platinum,2022-07-26,Community Warehouse,1
M00725,Kristin Andrews,Female,35,Wuhan,Central China,Silver,2023-04-05,Community Warehouse,1
M00726,James Mccoy,Female,34,Nanjing,East China,Gold,2024-01-30,Community Warehouse,1
M00727,Michael Nichols,Male,45,Suzhou,East China,Silver,2024-11-30,Warehouse Outlet,1
M00728,Nicole Richards,Female,30,Chengdu,West China,Silver,2025-02-24,Community Warehouse,0
M00729,Timothy Rodriguez,Male,46,Xiamen,South China,Silver,2025-06-30,Pop-up Clearance Warehouse,1
M00730,Brandon Hubbard,Male,19,Shenzhen,South China,Silver,2024-02-06,Community Warehouse,1
M00731,Matthew Wells,Female,42,Chengdu,West China,Gold,2024-06-25,Shopping Center Warehouse,1
M00732,James Salinas,Female,26,Xiamen,South China,Silver,2024-07-13,Shopping Center Warehouse,1
M00733,Brianna Byrd,Female,35,Tianjin,North China,Gold,2026-01-02,Warehouse Outlet,1
M00734,Monica Brooks,Female,35,Changsha,Central China,Silver,2026-02-23,Mall Warehouse,1
M00735,Kristen Martinez,Female,40,Tianjin,North China,Platinum,2022-05-15,Shopping Center Warehouse,1
M00736,Kimberly Arroyo,Male,50,Chongqing,West China,Gold,2023-07-27,Pop-up Clearance Warehouse,0
M00737,Stephanie Cooper,Male,41,Xi'an,West China,Silver,2023-12-31,Mall Warehouse,1
M00738,Kayla Martin,Female,49,Xi'an,West China,Silver,2023-03-26,Warehouse Outlet,1
M00739,Cheyenne White,Female,39,Hangzhou,East China,Silver,2025-07-19,Shopping Center Warehouse,1
M00740,Sarah Randolph,Female,32,Xiamen,South China,Silver,2026-04-29,Shopping Center Warehouse,1
M00741,Joshua Roberts,Male,33,Shenzhen,South China,Platinum,2022-08-14,Mall Warehouse,1
M00742,Nicholas Freeman,Unknown,22,Xiamen,South China,Diamond,2023-09-03,Shopping Center Warehouse,1
M00743,Matthew Garcia,Unknown,46,Shanghai,East China,Silver,2024-10-29,Community Warehouse,0
M00744,Emily Hayes,Unknown,49,Chengdu,West China,Gold,2024-10-24,Mall Warehouse,0
M00745,Kevin Cunningham,Unknown,43,Changsha,Central China,Gold,2023-10-22,Mall Warehouse,1
M00746,Jeffrey Smith,Unknown,34,Shenzhen,South China,Gold,2023-05-02,Mall Warehouse,1
M00747,Patrick Graham,Female,34,Tianjin,North China,Gold,2025-09-16,Warehouse Outlet,1
M00748,Nicholas Humphrey,Male,43,Xiamen,South China,Gold,2024-03-14,Warehouse Outlet,1
M00749,Eric Arnold,Male,34,Chongqing,West China,Silver,2023-01-19,Warehouse Outlet,0
M00750,Sarah Trevino,Male,31,Shenzhen,South China,Gold,2022-11-28,Community Warehouse,1
M00751,Deborah Mercado,Male,34,Wuhan,Central China,Silver,2022-08-27,Community Warehouse,1
M00752,Albert Hunter,Male,35,Qingdao,North China,Silver,2022-06-22,Shopping Center Warehouse,0
M00753,Jennifer Lawrence,Male,20,Chengdu,West China,Gold,2025-12-22,Warehouse Outlet,0
M00754,Kimberly Lutz,Male,21,Beijing,North China,Gold,2024-03-27,Warehouse Outlet,0
M00755,Holly Walker,Female,24,Chongqing,West China,Silver,2025-06-09,Community Warehouse,1
M00756,Donna Marshall,Unknown,37,Nanjing,East China,Gold,2024-05-22,Warehouse Outlet,1
M00757,Jonathan Bates,Male,36,Changsha,Central China,Platinum,2025-09-27,Warehouse Outlet,1
M00758,Lisa Martin,Male,41,Qingdao,North China,Platinum,2024-05-28,Shopping Center Warehouse,1
M00759,Christopher Fry,Male,22,Shenzhen,South China,Diamond,2024-12-26,Warehouse Outlet,1
M00760,Nancy Webb,Male,29,Suzhou,East China,Platinum,2023-10-14,Shopping Center Warehouse,1
M00761,John Brown,Female,18,Chongqing,West China,Silver,2023-10-29,Shopping Center Warehouse,1
M00762,Daniel Velez,Male,24,Guangzhou,South China,Silver,2023-10-17,Warehouse Outlet,0
M00763,Jesse Williams,Male,28,Shanghai,East China,Silver,2026-04-09,Warehouse Outlet,1
M00764,Michael Boyd,Male,26,Wuhan,Central China,Silver,2025-09-01,Mall Warehouse,1
M00765,Deborah Stephens,Male,52,Wuhan,Central China,Silver,2023-01-16,Pop-up Clearance Warehouse,1
M00766,Holly Valdez,Male,29,Beijing,North China,Silver,2025-09-09,Community Warehouse,1
M00767,Jamie Solomon,Male,37,Chongqing,West China,Silver,2024-05-31,Pop-up Clearance Warehouse,1
M00768,Sean Tucker,Male,28,Shenzhen,South China,Gold,2024-04-11,Mall Warehouse,1
M00769,Kathryn Taylor,Female,30,Changsha,Central China,Platinum,2023-01-04,Warehouse Outlet,1
M00770,Mason Lewis,Female,28,Chengdu,West China,Platinum,2023-02-05,Warehouse Outlet,1
M00771,Mitchell Wilson,Female,22,Xiamen,South China,Gold,2023-04-09,Mall Warehouse,1
M00772,Michelle Olson,Female,54,Xiamen,South China,Gold,2024-04-06,Warehouse Outlet,1
M00773,Christopher Whitaker,Female,34,Shenzhen,South China,Silver,2022-06-09,Mall Warehouse,1
M00774,Kenneth Martin,Male,34,Nanjing,East China,Gold,2024-11-12,Warehouse Outlet,0
M00775,Kenneth Brown,Female,39,Shenzhen,South China,Silver,2023-05-20,Shopping Center Warehouse,1
M00776,Tyler Greene,Female,31,Chengdu,West China,Diamond,2024-08-08,Shopping Center Warehouse,0
M00777,Nathan Stanley,Female,47,Nanjing,East China,Silver,2023-06-26,Warehouse Outlet,1
M00778,Jerry Haney,Female,24,Xiamen,South China,Silver,2025-10-26,Community Warehouse,1
M00779,Ronald Burke,Male,26,Guangzhou,South China,Silver,2025-07-11,Warehouse Outlet,1
M00780,Catherine Keller,Female,33,Beijing,North China,Silver,2023-05-29,Shopping Center Warehouse,1
M00781,Grace Chavez,Female,26,Hangzhou,East China,Gold,2024-09-16,Warehouse Outlet,0
M00782,James Rodriguez,Male,25,Guangzhou,South China,Silver,2023-02-27,Shopping Center Warehouse,1
M00783,Kathy Barnes,Male,29,Xi'an,West China,Platinum,2022-12-12,Pop-up Clearance Warehouse,1
M00784,John Mendez,Female,31,Beijing,North China,Gold,2022-07-04,Shopping Center Warehouse,1
M00785,Kathy Wilson,Male,35,Qingdao,North China,Platinum,2024-04-11,Warehouse Outlet,1
M00786,Larry Carey,Male,29,Shanghai,East China,Silver,2025-12-08,Warehouse Outlet,1
M00787,Marie Boyd,Male,39,Tianjin,North China,Gold,2023-10-31,Community Warehouse,1
M00788,Joseph Perez,Female,28,Xi'an,West China,Silver,2025-07-23,Community Warehouse,1
M00789,Jane Chapman,Female,30,Xiamen,South China,Silver,2025-04-25,Mall Warehouse,1
M00790,Melissa Davis,Female,18,Shenzhen,South China,Gold,2022-11-19,Community Warehouse,1
M00791,David Trevino,Female,43,Hangzhou,East China,Platinum,2023-06-25,Warehouse Outlet,1
M00792,Jennifer Lopez,Female,33,Shenzhen,South China,Gold,2025-03-09,Warehouse Outlet,1
M00793,Laura Wilson,Female,47,Chengdu,West China,Gold,2022-05-18,Community Warehouse,1
M00794,Melissa Stewart,Unknown,26,Guangzhou,South China,Silver,2023-10-19,Shopping Center Warehouse,1
M00795,Matthew King,Male,42,Xiamen,South China,Gold,2025-10-08,Warehouse Outlet,1
M00796,Jacob Hill,Male,31,Wuhan,Central China,Platinum,2025-01-26,Mall Warehouse,1
M00797,Jennifer Bowers,Male,49,Nanjing,East China,Silver,2024-04-11,Shopping Center Warehouse,1
M00798,Justin King,Female,19,Guangzhou,South China,Silver,2023-07-30,Warehouse Outlet,1
M00799,Michael Fitzgerald,Male,51,Shanghai,East China,Platinum,2025-10-08,Mall Warehouse,1
M00800,Nicole Griffin,Female,39,Hangzhou,East China,Gold,2025-02-22,Community Warehouse,1
M00801,Daniel Morales,Female,25,Hangzhou,East China,Diamond,2023-09-14,Warehouse Outlet,1
M00802,Melissa Mann,Female,46,Hangzhou,East China,Silver,2022-12-28,Mall Warehouse,1
M00803,Abigail Davis,Male,43,Guangzhou,South China,Silver,2022-12-06,Shopping Center Warehouse,1
M00804,Jessica Brown,Unknown,28,Xi'an,West China,Silver,2023-03-28,Warehouse Outlet,1
M00805,Andrew Cruz,Male,24,Qingdao,North China,Silver,2026-04-15,Shopping Center Warehouse,1
M00806,Kelly Dawson,Male,33,Shenzhen,South China,Gold,2024-09-26,Mall Warehouse,0
M00807,Samantha Bowman,Male,35,Qingdao,North China,Gold,2024-02-08,Warehouse Outlet,1
M00808,Matthew Lara,Female,34,Qingdao,North China,Silver,2023-06-29,Mall Warehouse,1
M00809,Kyle Black,Female,34,Xiamen,South China,Silver,2023-04-11,Warehouse Outlet,1
M00810,Andrew Allen,Female,19,Beijing,North China,Silver,2022-05-08,Mall Warehouse,1
M00811,Zachary Chan,Male,35,Shenzhen,South China,Silver,2023-10-05,Shopping Center Warehouse,0
M00812,Kevin Holmes,Unknown,42,Chengdu,West China,Silver,2025-04-18,Mall Warehouse,1
M00813,Brandon Mitchell,Female,35,Beijing,North China,Gold,2025-09-01,Warehouse Outlet,1
M00814,Hannah Richmond,Female,37,Guangzhou,South China,Silver,2023-06-15,Community Warehouse,1
M00815,Cheyenne Spears,Female,45,Shenzhen,South China,Diamond,2024-08-24,Warehouse Outlet,1
M00816,Jason Rodriguez,Female,29,Shanghai,East China,Silver,2022-08-21,Warehouse Outlet,1
M00817,Travis Pratt,Female,35,Hangzhou,East China,Platinum,2026-03-05,Mall Warehouse,0
M00818,Robin Andrews,Male,27,Guangzhou,South China,Platinum,2025-02-15,Warehouse Outlet,1
M00819,Kristine Carrillo,Female,31,Suzhou,East China,Silver,2025-05-18,Warehouse Outlet,0
M00820,Judy Murray,Female,25,Qingdao,North China,Platinum,2024-09-11,Warehouse Outlet,1
M00821,Brian Jones,Female,28,Hangzhou,East China,Silver,2024-11-18,Mall Warehouse,1
M00822,Megan Hall MD,Female,33,Xi'an,West China,Gold,2026-03-03,Warehouse Outlet,1
M00823,Alexandra Collier,Male,26,Wuhan,Central China,Silver,2023-05-05,Shopping Center Warehouse,1
M00824,Michael Nicholson,Male,47,Wuhan,Central China,Silver,2022-08-27,Pop-up Clearance Warehouse,1
M00825,Karen Gomez,Female,29,Tianjin,North China,Gold,2025-12-04,Mall Warehouse,1
M00826,Travis Vega,Male,20,Shenzhen,South China,Silver,2025-12-27,Warehouse Outlet,1
M00827,Mr. Nicolas Salas II,Unknown,42,Shenzhen,South China,Gold,2023-02-28,Community Warehouse,1
M00828,Luke Moore,Unknown,22,Suzhou,East China,Gold,2022-10-10,Warehouse Outlet,1
M00829,Megan Alvarado,Male,61,Qingdao,North China,Platinum,2024-10-20,Warehouse Outlet,1
M00830,Kimberly Williams,Female,35,Beijing,North China,Silver,2024-04-11,Community Warehouse,1
M00831,Katherine Galloway,Female,35,Chongqing,West China,Silver,2025-12-08,Community Warehouse,1
M00832,Katherine Joyce,Female,45,Suzhou,East China,Silver,2026-01-05,Warehouse Outlet,1
